experiment,config_name,stack_types,period,frequency,forecast_length,backcast_length,n_stacks,n_blocks_per_stack,share_weights,run,seed,smape,mase,mae,mse,owa,n_params,training_time_seconds,epochs_trained,active_g,sum_losses,activation
convergence_study,Generic10_activeG+sumL,['Generic'],Weather-96,144,96,192,10,1,True,21,893948213,61.889660,1.159456,16.834501,2539.669678,nan,10342400,4562.09,44,True,True,ReLU
convergence_study,Generic10_baseline,['Generic'],Weather-96,144,96,192,10,1,True,43,143150722,66.181313,1.219036,15.873204,2594.282715,nan,10342400,1197.13,11,False,False,ReLU
convergence_study,Generic10_sumLosses,['Generic'],Weather-96,144,96,192,10,1,True,37,1539032059,66.206429,1.301438,16.913486,2234.719238,nan,10342400,1385.00,13,False,True,ReLU
convergence_study,Generic10_activeG,['Generic'],Weather-96,144,96,192,10,1,True,46,2121979871,62.914787,1.097361,12.268417,1140.745483,nan,10342400,1250.14,12,True,False,ReLU
convergence_study,Generic10_sumLosses,['Generic'],Weather-96,144,96,192,10,1,True,38,1399613076,67.259354,1.650681,16.906439,2410.922852,nan,10342400,1158.44,11,False,True,ReLU
convergence_study,Generic10_activeG,['Generic'],Weather-96,144,96,192,10,1,True,47,1950549290,64.892601,1.066212,14.119407,1788.242676,nan,10342400,1141.76,11,True,False,ReLU
convergence_study,Generic10_baseline,['Generic'],Weather-96,144,96,192,10,1,True,44,507330879,63.734596,1.181584,18.329258,2219.593994,nan,10342400,1373.60,13,False,False,ReLU
convergence_study,Generic10_activeG+sumL,['Generic'],Weather-96,144,96,192,10,1,True,22,1473553076,62.210476,1.062928,12.060896,1528.235596,nan,10342400,2729.30,26,True,True,ReLU
convergence_study,Generic10_activeG,['Generic'],Weather-96,144,96,192,10,1,True,48,259427650,60.914879,1.033782,11.954459,1141.844238,nan,10342400,1367.52,13,True,False,ReLU
convergence_study,Generic10_sumLosses,['Generic'],Weather-96,144,96,192,10,1,True,39,171581048,67.671715,1.309571,17.139160,2525.717773,nan,10342400,1492.09,14,False,True,ReLU
convergence_study,Generic10_baseline,['Generic'],Weather-96,144,96,192,10,1,True,45,1321509318,65.994019,1.243755,22.156343,3073.135498,nan,10342400,1624.52,15,False,False,ReLU
convergence_study,Generic10_activeG+sumL,['Generic'],Weather-96,144,96,192,10,1,True,23,34949518,64.624542,1.392311,13.649673,1292.474487,nan,10342400,1848.27,18,True,True,ReLU
convergence_study,Generic10_activeG,['Generic'],Weather-96,144,96,192,10,1,True,49,534461664,63.780499,1.030035,12.176472,1293.814087,nan,10342400,1274.88,12,True,False,ReLU
convergence_study,Generic10_sumLosses,['Generic'],Weather-96,144,96,192,10,1,True,40,1442281695,66.261177,1.251973,16.620892,2342.615967,nan,10342400,1389.05,13,False,True,ReLU
convergence_study,Generic10_baseline,['Generic'],Weather-96,144,96,192,10,1,True,46,774753924,65.339294,1.100057,16.053720,2381.615479,nan,10342400,1261.03,12,False,False,ReLU
convergence_study,Generic10_sumLosses,['Generic'],Weather-96,144,96,192,10,1,True,41,798766836,66.181458,1.396743,18.626490,1937.172241,nan,10342400,1199.51,13,False,True,ReLU
convergence_study,Generic10_baseline,['Generic'],Weather-96,144,96,192,10,1,True,47,395480049,66.198639,1.096962,17.202410,2800.731934,nan,10342400,1197.47,13,False,False,ReLU
convergence_study,Generic10_activeG+sumL,['Generic'],Weather-96,144,96,192,10,1,True,24,903879314,63.124859,1.153016,13.616883,1615.426270,nan,10342400,2867.37,31,True,True,ReLU
convergence_study,Generic10_baseline,['Generic'],Weather-96,144,96,192,10,1,True,48,1078301269,64.668343,1.017349,15.008473,2050.396484,nan,10342400,1152.81,12,False,False,ReLU
convergence_study,Generic10_sumLosses,['Generic'],Weather-96,144,96,192,10,1,True,42,537845075,67.051849,1.869596,19.122967,2702.910156,nan,10342400,1540.68,17,False,True,ReLU
convergence_study,Generic10_baseline,['Generic'],Weather-96,144,96,192,10,1,True,49,1209142386,66.416245,1.160876,22.803234,4150.200684,nan,10342400,1085.10,12,False,False,ReLU
convergence_study,Generic10_sumLosses,['Generic'],Weather-96,144,96,192,10,1,True,43,192247285,66.981194,1.656169,17.861120,2358.667725,nan,10342400,1177.39,13,False,True,ReLU
convergence_study,Generic10_sumLosses,['Generic'],Weather-96,144,96,192,10,1,True,44,1070199805,65.896156,1.079657,17.393717,2426.825439,nan,10342400,1115.63,13,False,True,ReLU
convergence_study,Generic10_activeG+sumL,['Generic'],Weather-96,144,96,192,10,1,True,25,1884551742,64.026550,1.221752,17.805941,2710.446533,nan,10342400,3581.39,41,True,True,ReLU
convergence_study,Generic10_sumLosses,['Generic'],Weather-96,144,96,192,10,1,True,45,1484777404,65.447464,1.105489,16.285730,2338.524414,nan,10342400,1473.73,17,False,True,ReLU
convergence_study,Generic10_sumLosses,['Generic'],Weather-96,144,96,192,10,1,True,46,1189994936,67.963120,1.623474,32.179543,9417.808594,nan,10342400,1116.68,13,False,True,ReLU
convergence_study,Generic10_sumLosses,['Generic'],Weather-96,144,96,192,10,1,True,47,792042080,66.030937,1.156445,16.031647,2305.056885,nan,10342400,1390.04,16,False,True,ReLU
convergence_study,Generic10_activeG+sumL,['Generic'],Weather-96,144,96,192,10,1,True,26,118650811,60.549553,1.031832,12.454655,1342.031006,nan,10342400,2976.89,35,True,True,ReLU
convergence_study,Generic10_sumLosses,['Generic'],Weather-96,144,96,192,10,1,True,48,716704324,67.664597,1.251548,17.762564,2758.176514,nan,10342400,1075.40,12,False,True,ReLU
convergence_study,Generic10_activeG+sumL,['Generic'],Weather-96,144,96,192,10,1,True,27,1167538310,61.897476,1.195790,13.601083,1461.229736,nan,10342400,1944.50,23,True,True,ReLU
convergence_study,Generic10_sumLosses,['Generic'],Weather-96,144,96,192,10,1,True,49,1351743416,67.047295,1.418838,17.162193,3012.190430,nan,10342400,2973.49,34,False,True,ReLU
convergence_study,Generic10_activeG+sumL,['Generic'],Weather-96,144,96,192,10,1,True,28,1946107716,63.798107,1.110366,12.014877,1125.031616,nan,10342400,2309.06,27,True,True,ReLU
convergence_study,Generic10_activeG+sumL,['Generic'],Weather-96,144,96,192,10,1,True,29,201165234,64.197365,1.162942,13.716214,1681.670044,nan,10342400,2412.51,31,True,True,ReLU
convergence_study,Generic10_activeG+sumL,['Generic'],Weather-96,144,96,192,10,1,True,30,465149599,62.936550,1.172628,15.571533,1828.351807,nan,10342400,1805.43,23,True,True,ReLU
convergence_study,Generic10_activeG+sumL,['Generic'],Weather-96,144,96,192,10,1,True,31,858613931,62.883484,1.022090,14.164311,1380.338013,nan,10342400,2019.89,26,True,True,ReLU
convergence_study,Generic10_activeG+sumL,['Generic'],Weather-96,144,96,192,10,1,True,32,995731387,63.940685,1.024935,13.173889,1476.292603,nan,10342400,2094.22,27,True,True,ReLU
convergence_study,Generic10_activeG+sumL,['Generic'],Weather-96,144,96,192,10,1,True,33,32623613,66.193703,1.275469,15.992504,1362.769531,nan,10342400,1856.61,24,True,True,ReLU
convergence_study,Generic10_activeG+sumL,['Generic'],Weather-96,144,96,192,10,1,True,34,1800289920,63.600349,1.064941,13.875322,2299.034668,nan,10342400,1782.35,23,True,True,ReLU
convergence_study,Generic10_activeG+sumL,['Generic'],Weather-96,144,96,192,10,1,True,35,942495826,65.838226,1.699824,20.283373,2545.074463,nan,10342400,989.45,13,True,True,ReLU
convergence_study,Generic10_activeG+sumL,['Generic'],Weather-96,144,96,192,10,1,True,36,833416446,66.015320,1.216842,17.036413,2429.750000,nan,10342400,1080.68,14,True,True,ReLU
convergence_study,Generic10_activeG+sumL,['Generic'],Weather-96,144,96,192,10,1,True,37,1016543386,62.607140,1.034897,11.266485,1040.776489,nan,10342400,1079.65,14,True,True,ReLU
convergence_study,Generic10_activeG+sumL,['Generic'],Weather-96,144,96,192,10,1,True,38,529616602,66.993088,1.341045,16.429817,2305.639160,nan,10342400,1247.19,16,True,True,ReLU
convergence_study,Generic10_activeG+sumL,['Generic'],Weather-96,144,96,192,10,1,True,39,1754764220,62.962467,1.181274,15.085944,2239.688965,nan,10342400,2775.23,36,True,True,ReLU
convergence_study,Generic10_activeG+sumL,['Generic'],Weather-96,144,96,192,10,1,True,40,2041094620,64.135269,1.037669,11.439454,1177.654297,nan,10342400,2070.62,27,True,True,ReLU
convergence_study,Generic10_activeG+sumL,['Generic'],Weather-96,144,96,192,10,1,True,41,1203920660,65.284187,1.171245,15.892645,2313.654541,nan,10342400,1494.27,19,True,True,ReLU
convergence_study,Generic10_activeG+sumL,['Generic'],Weather-96,144,96,192,10,1,True,42,1857647846,64.780945,1.103347,11.375229,1177.451050,nan,10342400,2013.21,26,True,True,ReLU
convergence_study,Generic10_activeG+sumL,['Generic'],Weather-96,144,96,192,10,1,True,43,1798994756,63.668240,1.156027,11.718339,1169.276245,nan,10342400,1782.46,23,True,True,ReLU
convergence_study,Generic10_activeG+sumL,['Generic'],Weather-96,144,96,192,10,1,True,44,1239784223,62.122543,1.466033,12.692152,1627.058960,nan,10342400,1021.85,13,True,True,ReLU
convergence_study,Generic10_activeG+sumL,['Generic'],Weather-96,144,96,192,10,1,True,45,721635566,61.966873,1.129908,12.174862,1223.453979,nan,10342400,1882.31,24,True,True,ReLU
convergence_study,Generic10_activeG+sumL,['Generic'],Weather-96,144,96,192,10,1,True,46,683595885,65.775818,0.959182,14.826405,2195.648682,nan,10342400,1896.73,24,True,True,ReLU
convergence_study,Generic10_activeG+sumL,['Generic'],Weather-96,144,96,192,10,1,True,47,1214796995,65.039314,1.128559,13.180436,1658.358154,nan,10342400,1035.31,13,True,True,ReLU
convergence_study,Generic10_activeG+sumL,['Generic'],Weather-96,144,96,192,10,1,True,48,781330088,59.873230,1.005517,11.459665,974.773193,nan,10342400,3786.38,47,True,True,ReLU
convergence_study,Generic10_activeG+sumL,['Generic'],Weather-96,144,96,192,10,1,True,49,782488856,63.421665,1.104649,17.380260,2021.456299,nan,10342400,1908.01,24,True,True,ReLU
