experiment,config_name,stack_types,period,frequency,forecast_length,backcast_length,forecast_multiplier,n_stacks,n_blocks_per_stack,share_weights,run,seed,smape,mase,mae,mse,owa,n_params,training_time_seconds,epochs_trained,active_g,sum_losses,activation,stopping_reason
ensemble,NBEATS-I,"['Trend', 'Seasonality']",Monthly,12,18,90,5,2,3,True,0,42,13.406955,0.956634,,,0.914617,13214469,825.70,15,False,False,ReLU,
ensemble,NBEATS-I,"['Trend', 'Seasonality']",Monthly,12,18,90,5,2,3,True,1,43,13.555331,0.966033,,,0.924180,13214469,826.27,15,False,False,ReLU,
ensemble,NBEATS-I,"['Trend', 'Seasonality']",Monthly,12,18,90,5,2,3,True,2,44,13.727797,0.967888,,,0.931030,13214469,769.12,14,False,False,ReLU,
ensemble,NBEATS-I,"['Trend', 'Seasonality']",Monthly,12,18,90,5,2,3,True,3,45,13.266057,0.950050,,,0.906637,13214469,885.23,16,False,False,ReLU,
ensemble,NBEATS-I,"['Trend', 'Seasonality']",Monthly,12,18,90,5,2,3,True,4,46,13.551101,0.964893,,,0.923498,13214469,715.56,13,False,False,ReLU,
ensemble,NBEATS-I,"['Trend', 'Seasonality']",Monthly,12,18,108,6,2,3,True,0,42,14.886122,1.033033,,,1.001816,13292805,933.18,19,False,False,ReLU,
ensemble,NBEATS-I,"['Trend', 'Seasonality']",Monthly,12,18,108,6,2,3,True,1,43,14.185071,1.057428,,,0.988995,13292805,638.71,13,False,False,ReLU,
ensemble,NBEATS-I,"['Trend', 'Seasonality']",Monthly,12,18,108,6,2,3,True,2,44,14.172609,1.040049,,,0.980388,13292805,641.03,13,False,False,ReLU,
ensemble,NBEATS-I,"['Trend', 'Seasonality']",Monthly,12,18,108,6,2,3,True,3,45,13.825302,0.991786,,,0.945650,13292805,640.75,13,False,False,ReLU,
ensemble,NBEATS-I,"['Trend', 'Seasonality']",Monthly,12,18,108,6,2,3,True,4,46,13.509367,0.987752,,,0.932803,13292805,845.92,17,False,False,ReLU,
ensemble,NBEATS-I,"['Trend', 'Seasonality']",Monthly,12,18,126,7,2,3,True,0,42,14.153923,1.028550,,,0.974332,13371141,608.63,14,False,False,ReLU,
ensemble,NBEATS-I,"['Trend', 'Seasonality']",Monthly,12,18,126,7,2,3,True,1,43,13.975414,1.002343,,,0.955818,13371141,565.46,13,False,False,ReLU,
ensemble,NBEATS-I,"['Trend', 'Seasonality']",Monthly,12,18,126,7,2,3,True,2,44,13.779767,0.993957,,,0.945093,13371141,479.87,11,False,False,ReLU,
ensemble,NBEATS-I,"['Trend', 'Seasonality']",Monthly,12,18,126,7,2,3,True,3,45,13.815776,0.997597,,,0.948053,13371141,526.10,12,False,False,ReLU,
ensemble,NBEATS-I,"['Trend', 'Seasonality']",Monthly,12,18,126,7,2,3,True,4,46,14.110883,0.995856,,,0.957462,13371141,569.17,13,False,False,ReLU,
ensemble,NBEATS-I+G,"['Trend', 'Seasonality', 'Generic']",Monthly,12,18,36,2,30,1,True,0,42,12.787147,0.915246,,,0.873669,36347141,1974.36,15,False,False,ReLU,
ensemble,NBEATS-I+G,"['Trend', 'Seasonality', 'Generic']",Monthly,12,18,36,2,30,1,True,1,43,12.800908,0.912353,,,0.872785,36347141,1592.21,12,False,False,ReLU,
ensemble,NBEATS-I+G,"['Trend', 'Seasonality', 'Generic']",Monthly,12,18,36,2,30,1,True,2,44,12.901256,0.917041,,,0.878468,36347141,2007.26,15,False,False,ReLU,
ensemble,NBEATS-I+G,"['Trend', 'Seasonality', 'Generic']",Monthly,12,18,36,2,30,1,True,3,45,12.758255,0.912554,,,0.871401,36347141,1604.28,12,False,False,ReLU,
ensemble,NBEATS-I+G,"['Trend', 'Seasonality', 'Generic']",Monthly,12,18,36,2,30,1,True,4,46,12.882204,0.916592,,,0.877596,36347141,1875.85,14,False,False,ReLU,
ensemble,NBEATS-I+G,"['Trend', 'Seasonality', 'Generic']",Monthly,12,18,54,3,30,1,True,0,42,200.000000,1175024669079.711914,,,552692678656.000000,36941573,1341.33,11,False,False,ReLU,
ensemble,NBEATS-I+G,"['Trend', 'Seasonality', 'Generic']",Monthly,12,18,54,3,30,1,True,1,43,13.122694,0.922787,,,0.888845,36941573,2388.69,15,False,False,ReLU,
ensemble,NBEATS-I+G,"['Trend', 'Seasonality', 'Generic']",Monthly,12,18,54,3,30,1,True,2,44,200.000000,10917714921595762376704.000000,,,5135331369050777321472.000000,36941573,1385.05,11,False,False,ReLU,
ensemble,NBEATS-I+G,"['Trend', 'Seasonality', 'Generic']",Monthly,12,18,54,3,30,1,True,3,45,13.138432,0.928136,,,0.891906,36941573,1800.58,13,False,False,ReLU,
ensemble,NBEATS-I+G,"['Trend', 'Seasonality', 'Generic']",Monthly,12,18,54,3,30,1,True,4,46,13.222962,0.926670,,,0.894146,36941573,1947.55,15,False,False,ReLU,
ensemble,NBEATS-I+G,"['Trend', 'Seasonality', 'Generic']",Monthly,12,18,72,4,30,1,True,0,42,13.944991,0.958751,,,0.934260,37536005,1378.67,12,False,False,ReLU,
ensemble,NBEATS-I+G,"['Trend', 'Seasonality', 'Generic']",Monthly,12,18,72,4,30,1,True,1,43,13.245088,0.934995,,,0.898829,37536005,1374.36,12,False,False,ReLU,
ensemble,NBEATS-I+G,"['Trend', 'Seasonality', 'Generic']",Monthly,12,18,72,4,30,1,True,2,44,13.451552,0.939418,,,0.908065,37536005,1260.39,11,False,False,ReLU,
ensemble,NBEATS-I+G,"['Trend', 'Seasonality', 'Generic']",Monthly,12,18,72,4,30,1,True,3,45,13.417971,0.933408,,,0.904074,37536005,1265.01,11,False,False,ReLU,
ensemble,NBEATS-I+G,"['Trend', 'Seasonality', 'Generic']",Monthly,12,18,72,4,30,1,True,4,46,12.811311,0.924269,,,0.878750,37536005,1490.36,13,False,False,ReLU,
ensemble,NBEATS-I+G,"['Trend', 'Seasonality', 'Generic']",Monthly,12,18,90,5,30,1,True,0,42,14.012687,0.984892,,,0.948901,38130437,1141.00,11,False,False,ReLU,
ensemble,NBEATS-I+G,"['Trend', 'Seasonality', 'Generic']",Monthly,12,18,90,5,30,1,True,1,43,13.988812,0.973144,,,0.942548,38130437,1295.02,12,False,False,ReLU,
ensemble,NBEATS-I+G,"['Trend', 'Seasonality', 'Generic']",Monthly,12,18,90,5,30,1,True,2,44,14.204907,0.984725,,,0.955485,38130437,1371.33,13,False,False,ReLU,
ensemble,NBEATS-I+G,"['Trend', 'Seasonality', 'Generic']",Monthly,12,18,90,5,30,1,True,3,45,13.618202,0.963649,,,0.925238,38130437,1364.87,13,False,False,ReLU,
ensemble,NBEATS-I+G,"['Trend', 'Seasonality', 'Generic']",Monthly,12,18,90,5,30,1,True,4,46,13.567116,0.951100,,,0.917565,38130437,1262.49,12,False,False,ReLU,
ensemble,NBEATS-I+G,"['Trend', 'Seasonality', 'Generic']",Monthly,12,18,108,6,30,1,True,0,42,13.872955,0.986935,,,0.945020,38724869,1138.85,12,False,False,ReLU,
ensemble,NBEATS-I+G,"['Trend', 'Seasonality', 'Generic']",Monthly,12,18,108,6,30,1,True,1,43,13.560915,0.974188,,,0.928209,38724869,1619.30,18,False,False,ReLU,
ensemble,NBEATS-I+G,"['Trend', 'Seasonality', 'Generic']",Monthly,12,18,108,6,30,1,True,2,44,13.588916,1.071851,,,0.975118,38724869,984.29,11,False,False,ReLU,
ensemble,NBEATS-I+G,"['Trend', 'Seasonality', 'Generic']",Monthly,12,18,108,6,30,1,True,3,45,13.961832,0.991747,,,0.950363,38724869,1076.52,12,False,False,ReLU,
ensemble,NBEATS-I+G,"['Trend', 'Seasonality', 'Generic']",Monthly,12,18,108,6,30,1,True,4,46,13.849443,1.016169,,,0.957956,38724869,1258.29,14,False,False,ReLU,
ensemble,NBEATS-I+G,"['Trend', 'Seasonality', 'Generic']",Monthly,12,18,126,7,30,1,True,0,42,14.223674,1.022907,,,0.974095,39319301,1034.34,13,False,False,ReLU,
ensemble,NBEATS-I+G,"['Trend', 'Seasonality', 'Generic']",Monthly,12,18,126,7,30,1,True,1,43,13.495008,1.000423,,,0.938266,39319301,1120.59,14,False,False,ReLU,
ensemble,NBEATS-I+G,"['Trend', 'Seasonality', 'Generic']",Monthly,12,18,126,7,30,1,True,2,44,200.000000,157685567760.680847,,,74170073088.000000,39319301,875.58,11,False,False,ReLU,
ensemble,NBEATS-I+G,"['Trend', 'Seasonality', 'Generic']",Monthly,12,18,126,7,30,1,True,3,45,13.915806,1.010117,,,0.957409,39319301,1274.71,16,False,False,ReLU,
ensemble,NBEATS-I+G,"['Trend', 'Seasonality', 'Generic']",Monthly,12,18,126,7,30,1,True,4,46,14.083698,1.016672,,,0.966311,39319301,971.40,12,False,False,ReLU,
ensemble,NBEATS-G,['Generic'],Weekly,1,13,26,2,30,1,True,0,42,9.643572,2.433073,,,0.964414,24652800,88.97,14,False,False,ReLU,
ensemble,NBEATS-G,['Generic'],Weekly,1,13,26,2,30,1,True,1,43,9.500549,2.358967,,,0.943265,24652800,202.42,33,False,False,ReLU,
ensemble,NBEATS-G,['Generic'],Weekly,1,13,26,2,30,1,True,2,44,9.649870,2.350244,,,0.949844,24652800,165.76,27,False,False,ReLU,
ensemble,NBEATS-G,['Generic'],Weekly,1,13,26,2,30,1,True,3,45,9.605779,2.365132,,,0.950119,24652800,117.92,19,False,False,ReLU,
ensemble,NBEATS-G,['Generic'],Weekly,1,13,26,2,30,1,True,4,46,9.374520,2.438925,,,0.950783,24652800,160.19,26,False,False,ReLU,
ensemble,NBEATS-G,['Generic'],Weekly,1,13,39,3,30,1,True,0,42,24.304411,12.557831,,,3.587558,25052160,116.28,19,False,False,ReLU,
ensemble,NBEATS-G,['Generic'],Weekly,1,13,39,3,30,1,True,1,43,8.681011,2.428890,,,0.911125,25052160,97.90,16,False,False,ReLU,
ensemble,NBEATS-G,['Generic'],Weekly,1,13,39,3,30,1,True,2,44,8.688750,2.380501,,,0.902835,25052160,158.74,26,False,False,ReLU,
ensemble,NBEATS-G,['Generic'],Weekly,1,13,39,3,30,1,True,3,45,7.922365,2.179029,,,0.824731,25052160,122.61,20,False,False,ReLU,
ensemble,NBEATS-G,['Generic'],Weekly,1,13,39,3,30,1,True,4,46,8.129646,2.266372,,,0.851771,25052160,134.03,22,False,False,ReLU,
ensemble,NBEATS-G,['Generic'],Weekly,1,13,52,4,30,1,True,0,42,6.957449,2.258734,,,0.786418,25451520,72.00,12,False,False,ReLU,
ensemble,NBEATS-G,['Generic'],Weekly,1,13,52,4,30,1,True,1,43,7.678626,2.158682,,,0.807765,25451520,120.11,20,False,False,ReLU,
ensemble,NBEATS-G,['Generic'],Weekly,1,13,52,4,30,1,True,2,44,7.099384,2.138801,,,0.772571,25451520,96.56,16,False,False,ReLU,
ensemble,NBEATS-G,['Generic'],Weekly,1,13,52,4,30,1,True,3,45,7.378202,2.119748,,,0.784358,25451520,114.00,19,False,False,ReLU,
ensemble,NBEATS-G,['Generic'],Weekly,1,13,52,4,30,1,True,4,46,22.191509,12.927583,,,3.538811,25451520,102.52,17,False,False,ReLU,
ensemble,NBEATS-G,['Generic'],Weekly,1,13,65,5,30,1,True,0,42,6.512176,2.089946,,,0.731725,25850880,90.02,15,False,False,ReLU,
ensemble,NBEATS-G,['Generic'],Weekly,1,13,65,5,30,1,True,1,43,6.735209,2.069507,,,0.740218,25850880,78.23,13,False,False,ReLU,
ensemble,NBEATS-G,['Generic'],Weekly,1,13,65,5,30,1,True,2,44,6.823476,2.114469,,,0.753131,25850880,64.93,11,False,False,ReLU,
ensemble,NBEATS-G,['Generic'],Weekly,1,13,65,5,30,1,True,3,45,7.327586,2.171231,,,0.790865,25850880,91.73,15,False,False,ReLU,
ensemble,NBEATS-G,['Generic'],Weekly,1,13,65,5,30,1,True,4,46,6.762018,2.169173,,,0.759626,25850880,72.12,12,False,False,ReLU,
ensemble,NBEATS-G,['Generic'],Weekly,1,13,78,6,30,1,True,0,42,21.892624,13.792123,,,3.678159,26250240,64.50,11,False,False,ReLU,
ensemble,NBEATS-G,['Generic'],Weekly,1,13,78,6,30,1,True,1,43,7.007464,2.225513,,,0.783166,26250240,118.35,20,False,False,ReLU,
ensemble,NBEATS-G,['Generic'],Weekly,1,13,78,6,30,1,True,2,44,7.134058,2.151497,,,0.776749,26250240,180.42,30,False,False,ReLU,
ensemble,NBEATS-G,['Generic'],Weekly,1,13,78,6,30,1,True,3,45,6.497860,2.138074,,,0.739609,26250240,82.58,14,False,False,ReLU,
ensemble,NBEATS-G,['Generic'],Weekly,1,13,78,6,30,1,True,4,46,7.426466,2.416043,,,0.840340,26250240,64.84,11,False,False,ReLU,
ensemble,NBEATS-G,['Generic'],Weekly,1,13,91,7,30,1,True,0,42,6.644841,2.161108,,,0.751778,26649600,137.22,23,False,False,ReLU,
ensemble,NBEATS-G,['Generic'],Weekly,1,13,91,7,30,1,True,1,43,21.562229,13.422736,,,3.593618,26649600,76.48,13,False,False,ReLU,
ensemble,NBEATS-G,['Generic'],Weekly,1,13,91,7,30,1,True,2,44,6.525492,2.026502,,,0.721029,26649600,81.16,14,False,False,ReLU,
ensemble,NBEATS-G,['Generic'],Weekly,1,13,91,7,30,1,True,3,45,6.455387,2.269137,,,0.760889,26649600,76.48,13,False,False,ReLU,
ensemble,NBEATS-G,['Generic'],Weekly,1,13,91,7,30,1,True,4,46,6.748359,2.121662,,,0.750326,26649600,69.85,12,False,False,ReLU,
ensemble,NBEATS-I,"['Trend', 'Seasonality']",Weekly,1,13,26,2,2,3,True,0,42,9.264826,2.385721,,,0.935217,12923653,73.73,21,False,False,ReLU,
ensemble,NBEATS-I,"['Trend', 'Seasonality']",Weekly,1,13,26,2,2,3,True,1,43,9.907626,2.632760,,,1.014780,12923653,59.48,17,False,False,ReLU,
ensemble,NBEATS-I,"['Trend', 'Seasonality']",Weekly,1,13,26,2,2,3,True,2,44,9.484755,2.405103,,,0.950710,12923653,70.53,20,False,False,ReLU,
ensemble,NBEATS-I,"['Trend', 'Seasonality']",Weekly,1,13,26,2,2,3,True,3,45,8.577637,2.264950,,,0.875966,12923653,63.40,18,False,False,ReLU,
ensemble,NBEATS-I,"['Trend', 'Seasonality']",Weekly,1,13,26,2,2,3,True,4,46,8.895748,2.278348,,,0.895740,12923653,56.20,16,False,False,ReLU,
ensemble,NBEATS-I,"['Trend', 'Seasonality']",Weekly,1,13,39,3,2,3,True,0,42,8.831749,2.305281,,,0.897097,12978181,48.85,14,False,False,ReLU,
ensemble,NBEATS-I,"['Trend', 'Seasonality']",Weekly,1,13,39,3,2,3,True,1,43,7.805914,2.182961,,,0.819084,12978181,55.97,16,False,False,ReLU,
ensemble,NBEATS-I,"['Trend', 'Seasonality']",Weekly,1,13,39,3,2,3,True,2,44,8.262641,2.247152,,,0.855569,12978181,55.46,16,False,False,ReLU,
ensemble,NBEATS-I,"['Trend', 'Seasonality']",Weekly,1,13,39,3,2,3,True,3,45,9.066253,2.227368,,,0.895867,12978181,63.01,18,False,False,ReLU,
ensemble,NBEATS-I,"['Trend', 'Seasonality']",Weekly,1,13,39,3,2,3,True,4,46,8.689859,2.291448,,,0.886862,12978181,69.41,20,False,False,ReLU,
ensemble,NBEATS-I,"['Trend', 'Seasonality']",Weekly,1,13,52,4,2,3,True,0,42,6.885217,2.090045,,,0.752103,13036805,62.09,18,False,False,ReLU,
ensemble,NBEATS-I,"['Trend', 'Seasonality']",Weekly,1,13,52,4,2,3,True,1,43,6.858939,2.097333,,,0.751981,13036805,37.70,11,False,False,ReLU,
ensemble,NBEATS-I,"['Trend', 'Seasonality']",Weekly,1,13,52,4,2,3,True,2,44,7.920095,2.366034,,,0.858278,13036805,62.34,18,False,False,ReLU,
ensemble,NBEATS-I,"['Trend', 'Seasonality']",Weekly,1,13,52,4,2,3,True,3,45,6.975199,2.076520,,,0.754579,13036805,44.88,13,False,False,ReLU,
ensemble,NBEATS-I,"['Trend', 'Seasonality']",Weekly,1,13,52,4,2,3,True,4,46,6.619057,2.038996,,,0.728385,13036805,58.56,17,False,False,ReLU,
ensemble,NBEATS-I,"['Trend', 'Seasonality']",Weekly,1,13,65,5,2,3,True,0,42,6.934228,2.037801,,,0.745371,13091333,58.55,17,False,False,ReLU,
ensemble,NBEATS-I,"['Trend', 'Seasonality']",Weekly,1,13,65,5,2,3,True,1,43,6.959230,2.022557,,,0.743991,13091333,41.11,12,False,False,ReLU,
ensemble,NBEATS-I,"['Trend', 'Seasonality']",Weekly,1,13,65,5,2,3,True,2,44,6.930941,2.193388,,,0.773206,13091333,54.62,16,False,False,ReLU,
ensemble,NBEATS-I,"['Trend', 'Seasonality']",Weekly,1,13,65,5,2,3,True,3,45,6.975156,2.024288,,,0.745172,13091333,68.15,20,False,False,ReLU,
ensemble,NBEATS-I,"['Trend', 'Seasonality']",Weekly,1,13,65,5,2,3,True,4,46,7.076535,2.057621,,,0.756707,13091333,61.65,18,False,False,ReLU,
ensemble,NBEATS-I,"['Trend', 'Seasonality']",Weekly,1,13,78,6,2,3,True,0,42,7.156745,2.113353,,,0.771119,13149957,54.73,16,False,False,ReLU,
ensemble,NBEATS-I,"['Trend', 'Seasonality']",Weekly,1,13,78,6,2,3,True,1,43,6.947189,2.221827,,,0.779213,13149957,50.84,15,False,False,ReLU,
ensemble,NBEATS-I,"['Trend', 'Seasonality']",Weekly,1,13,78,6,2,3,True,2,44,6.890897,2.140391,,,0.761478,13149957,43.92,13,False,False,ReLU,
ensemble,NBEATS-I,"['Trend', 'Seasonality']",Weekly,1,13,78,6,2,3,True,3,45,6.930079,2.106650,,,0.757541,13149957,37.12,11,False,False,ReLU,
ensemble,NBEATS-I,"['Trend', 'Seasonality']",Weekly,1,13,78,6,2,3,True,4,46,7.311116,2.138374,,,0.784050,13149957,47.38,14,False,False,ReLU,
ensemble,NBEATS-I,"['Trend', 'Seasonality']",Weekly,1,13,91,7,2,3,True,0,42,6.444775,2.146391,,,0.738209,13204485,47.12,14,False,False,ReLU,
ensemble,NBEATS-I,"['Trend', 'Seasonality']",Weekly,1,13,91,7,2,3,True,1,43,6.896612,2.341635,,,0.798024,13204485,40.39,12,False,False,ReLU,
ensemble,NBEATS-I,"['Trend', 'Seasonality']",Weekly,1,13,91,7,2,3,True,2,44,6.714480,2.218619,,,0.765934,13204485,63.71,19,False,False,ReLU,
ensemble,NBEATS-I,"['Trend', 'Seasonality']",Weekly,1,13,91,7,2,3,True,3,45,6.550120,1.998728,,,0.717372,13204485,60.69,18,False,False,ReLU,
ensemble,NBEATS-I,"['Trend', 'Seasonality']",Weekly,1,13,91,7,2,3,True,4,46,6.425610,2.134968,,,0.735106,13204485,54.09,16,False,False,ReLU,
ensemble,NBEATS-I+G,"['Trend', 'Seasonality', 'Generic']",Weekly,1,13,26,2,30,1,True,0,42,8.977306,2.480156,,,0.936527,35932933,115.83,18,False,False,ReLU,
ensemble,NBEATS-I+G,"['Trend', 'Seasonality', 'Generic']",Weekly,1,13,26,2,30,1,True,1,43,9.292466,2.422770,,,0.943396,35932933,103.90,16,False,False,ReLU,
ensemble,NBEATS-I+G,"['Trend', 'Seasonality', 'Generic']",Weekly,1,13,26,2,30,1,True,2,44,8.881303,2.259055,,,0.891478,35932933,143.10,22,False,False,ReLU,
ensemble,NBEATS-I+G,"['Trend', 'Seasonality', 'Generic']",Weekly,1,13,26,2,30,1,True,3,45,9.414005,2.307873,,,0.929342,35932933,97.24,15,False,False,ReLU,
ensemble,NBEATS-I+G,"['Trend', 'Seasonality', 'Generic']",Weekly,1,13,26,2,30,1,True,4,46,9.330591,2.339194,,,0.930429,35932933,123.16,19,False,False,ReLU,
ensemble,NBEATS-I+G,"['Trend', 'Seasonality', 'Generic']",Weekly,1,13,39,3,30,1,True,0,42,8.091440,2.227857,,,0.842751,36360197,135.15,21,False,False,ReLU,
ensemble,NBEATS-I+G,"['Trend', 'Seasonality', 'Generic']",Weekly,1,13,39,3,30,1,True,1,43,8.721963,2.277385,,,0.886082,36360197,145.68,23,False,False,ReLU,
ensemble,NBEATS-I+G,"['Trend', 'Seasonality', 'Generic']",Weekly,1,13,39,3,30,1,True,2,44,8.593475,2.387231,,,0.898847,36360197,115.69,18,False,False,ReLU,
ensemble,NBEATS-I+G,"['Trend', 'Seasonality', 'Generic']",Weekly,1,13,39,3,30,1,True,3,45,7.795020,2.191971,,,0.820111,36360197,108.27,17,False,False,ReLU,
ensemble,NBEATS-I+G,"['Trend', 'Seasonality', 'Generic']",Weekly,1,13,39,3,30,1,True,4,46,7.921182,2.112118,,,0.812619,36360197,103.81,16,False,False,ReLU,
ensemble,NBEATS-I+G,"['Trend', 'Seasonality', 'Generic']",Weekly,1,13,52,4,30,1,True,0,42,7.182916,2.148144,,,0.778812,36791557,138.68,22,False,False,ReLU,
ensemble,NBEATS-I+G,"['Trend', 'Seasonality', 'Generic']",Weekly,1,13,52,4,30,1,True,1,43,7.051332,2.101088,,,0.763158,36791557,121.12,19,False,False,ReLU,
ensemble,NBEATS-I+G,"['Trend', 'Seasonality', 'Generic']",Weekly,1,13,52,4,30,1,True,2,44,6.858508,2.004223,,,0.735193,36791557,94.43,15,False,False,ReLU,
ensemble,NBEATS-I+G,"['Trend', 'Seasonality', 'Generic']",Weekly,1,13,52,4,30,1,True,3,45,6.725968,1.962665,,,0.720477,36791557,81.54,13,False,False,ReLU,
ensemble,NBEATS-I+G,"['Trend', 'Seasonality', 'Generic']",Weekly,1,13,52,4,30,1,True,4,46,6.470623,2.072538,,,0.726323,36791557,81.55,13,False,False,ReLU,
ensemble,NBEATS-I+G,"['Trend', 'Seasonality', 'Generic']",Weekly,1,13,65,5,30,1,True,0,42,7.171558,2.029280,,,0.756791,37218821,100.71,16,False,False,ReLU,
ensemble,NBEATS-I+G,"['Trend', 'Seasonality', 'Generic']",Weekly,1,13,65,5,30,1,True,1,43,6.900699,2.107443,,,0.756081,37218821,87.91,14,False,False,ReLU,
ensemble,NBEATS-I+G,"['Trend', 'Seasonality', 'Generic']",Weekly,1,13,65,5,30,1,True,2,44,6.519943,2.121273,,,0.737789,37218821,82.18,13,False,False,ReLU,
ensemble,NBEATS-I+G,"['Trend', 'Seasonality', 'Generic']",Weekly,1,13,65,5,30,1,True,3,45,6.899410,2.056773,,,0.746887,37218821,94.82,15,False,False,ReLU,
ensemble,NBEATS-I+G,"['Trend', 'Seasonality', 'Generic']",Weekly,1,13,65,5,30,1,True,4,46,6.862623,2.065310,,,0.746416,37218821,68.30,11,False,False,ReLU,
ensemble,NBEATS-I+G,"['Trend', 'Seasonality', 'Generic']",Weekly,1,13,78,6,30,1,True,0,42,6.915709,2.164421,,,0.767159,37650181,118.34,19,False,False,ReLU,
ensemble,NBEATS-I+G,"['Trend', 'Seasonality', 'Generic']",Weekly,1,13,78,6,30,1,True,1,43,7.072797,2.252913,,,0.791665,37650181,88.68,14,False,False,ReLU,
ensemble,NBEATS-I+G,"['Trend', 'Seasonality', 'Generic']",Weekly,1,13,78,6,30,1,True,2,44,6.689710,2.017369,,,0.728347,37650181,74.39,12,False,False,ReLU,
ensemble,NBEATS-I+G,"['Trend', 'Seasonality', 'Generic']",Weekly,1,13,78,6,30,1,True,3,45,6.435687,2.097599,,,0.728928,37650181,87.47,14,False,False,ReLU,
ensemble,NBEATS-I+G,"['Trend', 'Seasonality', 'Generic']",Weekly,1,13,78,6,30,1,True,4,46,6.812779,2.045364,,,0.740105,37650181,81.22,13,False,False,ReLU,
ensemble,NBEATS-I+G,"['Trend', 'Seasonality', 'Generic']",Weekly,1,13,91,7,30,1,True,0,42,6.874740,2.214177,,,0.773881,38077445,73.43,12,False,False,ReLU,
ensemble,NBEATS-I+G,"['Trend', 'Seasonality', 'Generic']",Weekly,1,13,91,7,30,1,True,1,43,6.685127,1.967173,,,0.719059,38077445,87.11,14,False,False,ReLU,
ensemble,NBEATS-I+G,"['Trend', 'Seasonality', 'Generic']",Weekly,1,13,91,7,30,1,True,2,44,7.219439,2.311999,,,0.810308,38077445,67.16,11,False,False,ReLU,
ensemble,NBEATS-I+G,"['Trend', 'Seasonality', 'Generic']",Weekly,1,13,91,7,30,1,True,3,45,6.418997,1.964242,,,0.704006,38077445,80.69,13,False,False,ReLU,
ensemble,NBEATS-I+G,"['Trend', 'Seasonality', 'Generic']",Weekly,1,13,91,7,30,1,True,4,46,7.232780,2.131735,,,0.778579,38077445,128.66,21,False,False,ReLU,
ensemble,NBEATS-G,['Generic'],Daily,1,14,28,2,30,1,True,0,42,200.000000,6498004465.663602,,,991153856.000000,24729600,1887.10,11,False,False,ReLU,
ensemble,NBEATS-G,['Generic'],Daily,1,14,28,2,30,1,True,1,43,16.895950,50.551043,,,10.485029,24729600,8514.87,49,False,False,ReLU,
ensemble,NBEATS-G,['Generic'],Daily,1,14,28,2,30,1,True,2,44,2.954363,3.256472,,,0.981833,24729600,3821.67,22,False,False,ReLU,
ensemble,NBEATS-G,['Generic'],Daily,1,14,28,2,30,1,True,3,45,2.814195,3.076234,,,0.931325,24729600,9419.92,54,False,False,ReLU,
ensemble,NBEATS-G,['Generic'],Daily,1,14,28,2,30,1,True,4,46,2.882950,3.154859,,,0.954608,24729600,9389.68,54,False,False,ReLU,
ensemble,NBEATS-G,['Generic'],Daily,1,14,42,3,30,1,True,0,42,2.754807,2.948418,,,0.902077,25159680,8401.30,48,False,False,ReLU,
ensemble,NBEATS-G,['Generic'],Daily,1,14,42,3,30,1,True,1,43,2.734191,2.954343,,,0.899596,25159680,7502.30,43,False,False,ReLU,
ensemble,NBEATS-G,['Generic'],Daily,1,14,42,3,30,1,True,2,44,16.703773,65.094397,,,12.671801,25159680,10535.96,49,False,False,ReLU,
ensemble,NBEATS-G,['Generic'],Daily,1,14,42,3,30,1,True,3,45,2.835956,3.045480,,,0.930207,25159680,12200.68,42,False,False,ReLU,
ensemble,NBEATS-G,['Generic'],Daily,1,14,42,3,30,1,True,4,46,16.894718,81.909878,,,15.268054,25159680,17084.48,58,False,False,ReLU,
ensemble,NBEATS-G,['Generic'],Daily,1,14,56,4,30,1,True,0,42,2.630802,2.866789,,,0.869264,25589760,23311.26,76,False,False,ReLU,
ensemble,NBEATS-G,['Generic'],Daily,1,14,56,4,30,1,True,1,43,2.675015,2.919334,,,0.884539,25589760,22166.63,71,False,False,ReLU,
ensemble,NBEATS-G,['Generic'],Daily,1,14,56,4,30,1,True,2,44,30.903679,127.658224,,,24.546463,25589760,20572.19,66,False,False,ReLU,
ensemble,NBEATS-G,['Generic'],Daily,1,14,56,4,30,1,True,3,45,2.721615,2.964818,,,0.899129,25589760,12011.35,43,False,False,ReLU,
ensemble,NBEATS-G,['Generic'],Daily,1,14,56,4,30,1,True,4,46,2.713300,2.925239,,,0.891726,25589760,14393.66,57,False,False,ReLU,
ensemble,NBEATS-G,['Generic'],Daily,1,14,70,5,30,1,True,0,42,2.642674,2.874414,,,0.872377,26019840,9212.38,37,False,False,ReLU,
ensemble,NBEATS-G,['Generic'],Daily,1,14,70,5,30,1,True,1,43,200.000000,96349519515701408.000000,,,14696388096950272.000000,26019840,2713.36,11,False,False,ReLU,
ensemble,NBEATS-G,['Generic'],Daily,1,14,70,5,30,1,True,2,44,2.663839,2.911585,,,0.881522,26019840,8478.69,34,False,False,ReLU,
ensemble,NBEATS-G,['Generic'],Daily,1,14,70,5,30,1,True,3,45,2.593698,2.835277,,,0.858365,26019840,11005.79,51,False,False,ReLU,
ensemble,NBEATS-G,['Generic'],Daily,1,14,70,5,30,1,True,4,46,2.631469,2.848747,,,0.866622,26019840,7137.28,41,False,False,ReLU,
ensemble,NBEATS-G,['Generic'],Daily,1,14,84,6,30,1,True,0,42,2.629254,2.824671,,,0.862586,26449920,8829.02,51,False,False,ReLU,
