experiment,config_name,stack_types,period,frequency,forecast_length,backcast_length,n_stacks,n_blocks_per_stack,share_weights,run,seed,smape,mase,mae,mse,owa,n_params,training_time_seconds,epochs_trained,active_g,sum_losses,activation
convergence_study,Generic10_sumLosses,['Generic'],Yearly,1,6,30,10,1,True,48,1507651006,13.604623,3.147761,834.788086,3215746.500000,0.812292,8222720,137.88,21,False,True,ReLU
convergence_study,Generic10_sumLosses,['Generic'],Yearly,1,6,30,10,1,True,49,1802686202,13.595754,3.148604,834.805786,3213115.000000,0.812126,8222720,110.50,17,False,True,ReLU
convergence_study,Generic10_activeG+sumL,['Generic'],Yearly,1,6,30,10,1,True,0,1716580944,13.547235,3.106226,825.388306,3179443.250000,0.805310,8222720,174.48,26,True,True,ReLU
convergence_study,Generic10_activeG+sumL,['Generic'],Yearly,1,6,30,10,1,True,1,1833177813,13.735592,3.205660,844.857300,3284638.750000,0.823583,8222720,99.99,15,True,True,ReLU
convergence_study,Generic10_activeG+sumL,['Generic'],Yearly,1,6,30,10,1,True,2,824268159,13.435438,3.068155,821.980286,3189728.000000,0.797099,8222720,124.63,19,True,True,ReLU
convergence_study,Generic10_activeG+sumL,['Generic'],Yearly,1,6,30,10,1,True,3,1569862542,13.636523,3.185891,838.462830,3241505.500000,0.818065,8222720,104.03,16,True,True,ReLU
convergence_study,Generic10_activeG+sumL,['Generic'],Yearly,1,6,30,10,1,True,4,1773162190,13.734344,3.191538,851.387573,3321465.000000,0.821769,8222720,175.78,26,True,True,ReLU
convergence_study,Generic10_activeG+sumL,['Generic'],Yearly,1,6,30,10,1,True,5,223299615,13.355616,3.045809,818.526794,3211503.500000,0.791846,8222720,120.43,18,True,True,ReLU
convergence_study,Generic10_activeG+sumL,['Generic'],Yearly,1,6,30,10,1,True,6,1271820706,13.671025,3.176810,836.596924,3181199.000000,0.817978,8222720,143.38,22,True,True,ReLU
convergence_study,Generic10_activeG+sumL,['Generic'],Yearly,1,6,30,10,1,True,7,1310661743,13.486056,3.098276,824.429626,3191748.000000,0.802438,8222720,111.28,17,True,True,ReLU
convergence_study,Generic10_activeG+sumL,['Generic'],Yearly,1,6,30,10,1,True,8,188068308,13.775518,3.238216,849.096497,3299250.750000,0.828901,8222720,111.53,17,True,True,ReLU
convergence_study,Generic10_activeG+sumL,['Generic'],Yearly,1,6,30,10,1,True,9,2116330537,13.571162,3.134547,835.267334,3274869.000000,0.809605,8222720,104.88,16,True,True,ReLU
convergence_study,Generic10_activeG+sumL,['Generic'],Yearly,1,6,30,10,1,True,10,1703293594,13.824943,3.232628,851.064331,3302513.250000,0.829710,8222720,89.16,16,True,True,ReLU
convergence_study,Generic10_activeG+sumL,['Generic'],Yearly,1,6,30,10,1,True,11,293308847,13.583629,3.113182,833.968262,3290239.000000,0.807299,8222720,98.04,15,True,True,ReLU
convergence_study,Generic10_activeG+sumL,['Generic'],Yearly,1,6,30,10,1,True,12,1709236058,13.771062,3.238762,850.725647,3296128.000000,0.828833,8222720,112.50,17,True,True,ReLU
convergence_study,Generic10_activeG+sumL,['Generic'],Yearly,1,6,30,10,1,True,13,1811387934,13.708576,3.163232,845.551086,3374182.500000,0.817419,8222720,94.03,14,True,True,ReLU
convergence_study,Generic10_activeG+sumL,['Generic'],Yearly,1,6,30,10,1,True,14,878874197,13.620214,3.139282,838.848694,3284799.250000,0.811702,8222720,99.27,15,True,True,ReLU
convergence_study,Generic10_activeG+sumL,['Generic'],Yearly,1,6,30,10,1,True,15,2117117331,13.526635,3.116750,828.482422,3213433.250000,0.806004,8222720,138.89,21,True,True,ReLU
convergence_study,Generic10_activeG+sumL,['Generic'],Yearly,1,6,30,10,1,True,16,1590476158,13.646632,3.186532,840.204834,3235618.750000,0.818455,8222720,119.62,18,True,True,ReLU
convergence_study,Generic10_activeG+sumL,['Generic'],Yearly,1,6,30,10,1,True,17,228085245,13.539338,3.125420,833.586609,3272930.500000,0.807483,8222720,106.27,16,True,True,ReLU
convergence_study,Generic10_activeG+sumL,['Generic'],Yearly,1,6,30,10,1,True,18,658224017,13.607924,3.109685,831.495972,3214849.000000,0.807602,8222720,210.38,32,True,True,ReLU
convergence_study,Generic10_activeG+sumL,['Generic'],Yearly,1,6,30,10,1,True,19,977175765,13.702281,3.196405,840.518860,3245042.000000,0.821400,8222720,105.69,16,True,True,ReLU
convergence_study,Generic10_activeG+sumL,['Generic'],Yearly,1,6,30,10,1,True,20,764953369,13.637249,3.190299,838.982483,3240297.750000,0.818642,8222720,112.19,17,True,True,ReLU
convergence_study,Generic10_activeG+sumL,['Generic'],Yearly,1,6,30,10,1,True,21,1935634722,13.582981,3.156677,837.361389,3248142.750000,0.812751,8222720,117.45,18,True,True,ReLU
convergence_study,Generic10_activeG+sumL,['Generic'],Yearly,1,6,30,10,1,True,22,734816582,13.998153,3.353350,866.482910,3277679.000000,0.850199,8222720,168.94,26,True,True,ReLU
convergence_study,Generic10_activeG+sumL,['Generic'],Yearly,1,6,30,10,1,True,23,2058431874,13.643892,3.166295,840.528259,3267633.750000,0.815825,8222720,144.67,22,True,True,ReLU
convergence_study,Generic10_activeG+sumL,['Generic'],Yearly,1,6,30,10,1,True,24,140129507,13.808802,3.229790,853.987854,3375668.250000,0.828859,8222720,99.97,15,True,True,ReLU
convergence_study,Generic10_activeG+sumL,['Generic'],Yearly,1,6,30,10,1,True,25,1605051721,13.562716,3.103351,831.020386,3274604.000000,0.805422,8222720,105.49,16,True,True,ReLU
convergence_study,Generic10_activeG+sumL,['Generic'],Yearly,1,6,30,10,1,True,26,1489344744,13.595876,3.141046,838.980774,3308005.500000,0.811179,8222720,98.07,15,True,True,ReLU
convergence_study,Generic10_activeG+sumL,['Generic'],Yearly,1,6,30,10,1,True,27,1839522061,13.546306,3.120684,828.244019,3184279.750000,0.807101,8222720,125.66,19,True,True,ReLU
convergence_study,Generic10_activeG+sumL,['Generic'],Yearly,1,6,30,10,1,True,28,170928605,14.017613,3.340603,876.510010,3476928.250000,0.849190,8222720,92.34,14,True,True,ReLU
convergence_study,Generic10_activeG+sumL,['Generic'],Yearly,1,6,30,10,1,True,29,113027270,13.579983,3.130327,833.609497,3260508.250000,0.809344,8222720,143.66,22,True,True,ReLU
convergence_study,Generic10_activeG+sumL,['Generic'],Yearly,1,6,30,10,1,True,30,1443208319,13.775185,3.200886,840.404236,3233162.000000,0.824194,8222720,134.36,20,True,True,ReLU
convergence_study,Generic10_activeG+sumL,['Generic'],Yearly,1,6,30,10,1,True,31,1595359921,13.623177,3.183062,837.399658,3223039.000000,0.817301,8222720,113.67,17,True,True,ReLU
convergence_study,Generic10_activeG+sumL,['Generic'],Yearly,1,6,30,10,1,True,32,210746433,13.854377,3.252605,854.645691,3307817.000000,0.833124,8222720,99.19,15,True,True,ReLU
convergence_study,Generic10_activeG+sumL,['Generic'],Yearly,1,6,30,10,1,True,33,359011986,13.363467,3.053926,812.980408,3091945.250000,0.793107,8222720,151.10,23,True,True,ReLU
convergence_study,Generic10_activeG+sumL,['Generic'],Yearly,1,6,30,10,1,True,34,1977913145,13.546162,3.090500,833.238831,3310350.750000,0.803298,8222720,93.01,14,True,True,ReLU
convergence_study,Generic10_activeG+sumL,['Generic'],Yearly,1,6,30,10,1,True,35,257571769,13.526480,3.123918,832.806824,3236984.500000,0.806901,8222720,135.23,20,True,True,ReLU
convergence_study,Generic10_activeG+sumL,['Generic'],Yearly,1,6,30,10,1,True,36,490679895,13.688972,3.192119,843.565125,3277572.000000,0.820453,8222720,152.26,23,True,True,ReLU
convergence_study,Generic10_activeG+sumL,['Generic'],Yearly,1,6,30,10,1,True,37,156894987,13.913661,3.304535,861.940918,3359832.000000,0.841472,8222720,92.78,14,True,True,ReLU
convergence_study,Generic10_activeG+sumL,['Generic'],Yearly,1,6,30,10,1,True,38,770211440,13.699171,3.170626,849.777466,3392439.750000,0.818061,8222720,87.53,13,True,True,ReLU
convergence_study,Generic10_activeG+sumL,['Generic'],Yearly,1,6,30,10,1,True,39,432045037,13.989346,3.325501,862.270813,3291790.750000,0.846425,8222720,157.80,24,True,True,ReLU
convergence_study,Generic10_activeG+sumL,['Generic'],Yearly,1,6,30,10,1,True,40,433224085,13.656465,3.171917,847.667603,3370164.000000,0.816917,8222720,92.41,14,True,True,ReLU
convergence_study,Generic10_activeG+sumL,['Generic'],Yearly,1,6,30,10,1,True,41,1277949587,13.550025,3.124211,829.088989,3194711.000000,0.807658,8222720,121.06,18,True,True,ReLU
convergence_study,Generic10_activeG+sumL,['Generic'],Yearly,1,6,30,10,1,True,42,437998655,13.470123,3.068902,821.854065,3201016.500000,0.798255,8222720,127.11,19,True,True,ReLU
convergence_study,Generic10_activeG+sumL,['Generic'],Yearly,1,6,30,10,1,True,43,364308561,13.500897,3.113396,830.183472,3248618.000000,0.804794,8222720,112.23,17,True,True,ReLU
convergence_study,Generic10_activeG+sumL,['Generic'],Yearly,1,6,30,10,1,True,44,406225678,14.015312,3.334246,863.315674,3292581.000000,0.848320,8222720,138.00,21,True,True,ReLU
convergence_study,Generic10_activeG+sumL,['Generic'],Yearly,1,6,30,10,1,True,45,1380367994,13.482733,3.102391,829.015015,3234371.250000,0.802854,8222720,123.65,19,True,True,ReLU
convergence_study,Generic10_activeG+sumL,['Generic'],Yearly,1,6,30,10,1,True,46,1425912068,13.422092,3.053526,822.844849,3215841.000000,0.794850,8222720,131.59,20,True,True,ReLU
convergence_study,Generic10_activeG+sumL,['Generic'],Yearly,1,6,30,10,1,True,47,2033876622,13.690241,3.175689,839.696594,3235091.250000,0.818425,8222720,155.30,23,True,True,ReLU
convergence_study,Generic10_activeG+sumL,['Generic'],Yearly,1,6,30,10,1,True,48,599153031,13.699976,3.201869,849.201599,3347290.250000,0.822017,8222720,99.09,15,True,True,ReLU
convergence_study,Generic10_activeG+sumL,['Generic'],Yearly,1,6,30,10,1,True,49,626769795,13.385278,3.055571,820.422363,3206621.250000,0.793981,8222720,106.17,16,True,True,ReLU
